vehicle_id,date_key,location_id,listed_price,sold_price,price_difference,expected_market_price,days_on_platform,conversion_rate,sale_flag
1963,20230204,25,2177363,2153924,23439,1197549,52,0.03,1
1964,20231205,28,1936820,1908582,28238,871568,18,0.11,1
1965,20200704,9,1382914,1319095,63819,691457,101,0.06,1
1966,20221101,20,586448,481229,105219,293224,116,0.03,1
1972,20220712,17,1647176,1607635,39541,988305,106,0.04,1
1973,20221210,3,2039898,1896967,142931,1121943,68,0.05,1
1976,20240512,12,578476,550148,28328,347085,36,0.05,1
1977,20250109,6,600493,580744,19749,300246,44,0.08,1
1978,20200511,5,2181250,2179123,2127,1308750,22,0.05,1
1979,20190509,7,2132392,1996363,136029,1386054,85,0.02,1
1982,20190611,3,524451,484000,40451,498228,108,0.04,1
1984,20190211,19,1425959,1422269,3690,998171,72,0.05,1
1986,20230401,19,392473,357878,34595,333602,82,0.04,1
1987,20230602,12,800887,715291,85596,280310,13,0.07,1
1990,20231005,27,1689656,1571051,118605,591379,45,0.06,1
1991,20240310,21,456106,343694,112412,296468,49,0.07,1
1993,20251009,19,1607438,1442260,165178,803719,7,0.06,1
1995,20241203,12,2082325,2050768,31557,937046,101,0.03,1
1996,20230402,13,2408771,2288582,120189,2167893,35,0.06,1
1997,20230304,29,783950,710273,73677,352777,26,0.13,1
1998,20240507,8,2309398,2139610,169788,2193928,79,0.07,1
1999,20231210,23,2418356,2279069,139287,1571931,27,0.06,1
2000,20210208,3,1388986,1291920,97066,902840,64,0.07,1
2001,20191212,9,1521342,1480061,41281,1141006,21,0.08,1
2002,20200411,12,1768334,1641255,127079,1591500,19,0.12,1
2003,20210703,28,2383017,2355760,27257,1310659,59,0.07,1
2005,20190505,21,633578,585744,47834,506862,97,0.07,1
2007,20201001,27,1809863,1652635,157228,1085917,47,0.04,1
2009,20240411,14,2095297,1997384,97913,1361943,16,0.12,1
2011,20200505,13,1276946,1173970,102976,893862,21,0.12,1
2013,20230902,7,1142427,1033422,109005,1085305,16,0.12,1
2016,20230110,11,699225,682724,16501,349612,23,0.14,1
2017,20230903,4,1522612,1465459,57153,761306,74,0.06,1
2020,20200302,24,1681526,1515769,165757,1092991,53,0.06,1
2022,20230611,6,221620,131124,90496,199458,19,0.09,1
2023,20220812,17,1773748,1619127,154621,1330311,32,0.08,1
2026,20210902,12,1132161,1022907,109254,509472,100,0.03,1
2027,20241106,7,780549,696236,84313,507356,51,0.05,1
2028,20220601,26,1979910,1877665,102245,1880914,11,0.13,1
2030,20200103,22,1986484,1933398,53086,1191890,65,0.08,1
2031,20220403,22,1087841,1005845,81996,815880,8,0.07,1
2032,20210611,13,2178954,2168424,10530,2070006,69,0.02,1
2034,20231101,29,2394700,2275199,119501,1915760,104,0.04,1
2035,20250406,4,2110717,2027666,83051,844286,108,0.02,1
2037,20230610,30,990219,979308,10911,792175,114,0.05,1
2039,20220803,27,521088,436549,84539,495033,69,0.03,1
2041,20221212,10,720357,704836,15521,576285,110,0.05,1
2043,20191104,28,834446,766589,67857,625834,43,0.08,1
2045,20210908,3,2085505,2071566,13939,1355578,77,0.02,1
2048,20210901,3,2158127,2095475,62652,755344,8,0.06,1
2049,20251111,22,902057,755801,146256,541234,32,0.07,1
2050,20240308,24,261895,219697,42198,157137,5,0.13,1
2052,20250412,27,1833101,1686712,146389,1558135,106,0.06,1
2053,20241101,2,2008445,1886630,121815,1908022,81,0.04,1
2054,20231103,5,1658159,1653465,4694,1160711,98,0.04,1
2055,20200103,2,713530,577207,136323,499470,10,0.05,1
2058,20191105,10,1008641,902644,105997,706048,85,0.08,1
2061,20240807,5,1448742,1397833,50909,941682,117,0.04,1
2063,20190905,22,843969,741126,102843,717373,15,0.08,1
2065,20220206,7,346799,222776,124023,329459,4,0.12,1
2066,20250108,26,631095,575897,55198,315547,43,0.06,1
2068,20220907,6,1354421,1284524,69897,1083536,97,0.06,1
2071,20190812,25,1637676,1525003,112673,1392024,115,0.03,1
2073,20200406,26,2422835,2278895,143940,847992,58,0.03,1
2074,20200912,16,1640972,1516994,123978,738437,111,0.03,1
2075,20191210,11,508743,486010,22733,356120,46,0.03,1
2076,20251004,9,435363,341378,93985,261217,26,0.11,1
2078,20201212,7,1392901,1338148,54753,1253610,61,0.05,1
2079,20220905,24,1558406,1468615,89791,935043,4,0.12,1
2085,20200805,27,790146,641205,148941,434580,104,0.03,1
2086,20190805,2,258482,251413,7069,180937,79,0.02,1
2087,20190303,27,636937,597809,39128,573243,16,0.14,1
2088,20241010,5,1870122,1781213,88909,1309085,63,0.03,1
2089,20190404,29,1806521,1699992,106529,812934,42,0.03,1
2090,20221108,6,1503545,1357000,146545,676595,80,0.03,1
2092,20210104,10,2004634,1968655,35979,1002317,38,0.07,1
2093,20210401,30,1801415,1660169,141246,1441132,117,0.03,1
2094,20240302,26,1845128,1809713,35415,1383846,101,0.05,1
2095,20200401,15,2475549,2467590,7959,866442,116,0.06,1
2097,20210608,21,2244460,2230404,14056,1683345,8,0.1,1
2098,20201003,13,1019579,977935,41644,509789,11,0.15,1
2101,20201111,8,2201027,2142750,58277,1540718,51,0.06,1
2102,20190901,22,235386,135921,99465,117693,73,0.04,1
2103,20201204,27,575025,503447,71578,517522,98,0.07,1
2104,20191107,2,1896788,1813400,83388,758715,74,0.05,1
2105,20231006,27,2470241,2291595,178646,1358632,20,0.12,1
2106,20220303,13,1912988,1852426,60562,669545,20,0.09,1
2107,20200704,27,2366454,2318116,48338,1301549,84,0.06,1
2108,20190708,25,218927,186771,32156,207980,116,0.03,1
2109,20200912,21,1947619,1901436,46183,1655476,75,0.07,1
2111,20230905,5,2111507,1973993,137514,1583630,23,0.12,1
2114,20200605,20,2159778,2095546,64232,2051789,67,0.03,1
2116,20210312,4,1101125,1021338,79787,991012,42,0.08,1
2118,20211208,2,640030,543786,96244,576027,80,0.03,1
2119,20230611,15,2403713,2346753,56960,2043156,50,0.08,1
2120,20240409,17,976485,838606,137879,732363,30,0.06,1
2121,20240502,24,979944,913052,66892,783955,101,0.03,1
2122,20200610,18,1071396,910668,160728,964256,50,0.04,1
2123,20201112,5,898707,725562,173145,629094,67,0.06,1
2124,20200304,3,2036324,1868166,168158,1832691,101,0.03,1
2125,20210311,25,2258267,2181274,76993,1580786,56,0.06,1
2126,20220103,18,1405307,1301389,103918,1194510,107,0.04,1
2127,20201001,18,604667,541496,63171,453500,53,0.02,1
2130,20231205,13,721297,605373,115924,252453,108,0.03,1
2131,20190207,27,1564436,1526560,37876,1251548,26,0.05,1
2132,20221001,6,2326731,2187929,138802,2210394,47,0.07,1
2133,20230303,21,1283482,1272095,11387,770089,119,0.06,1
2134,20230704,28,768084,603707,164377,422446,80,0.05,1
2135,20210706,21,2389257,2339431,49826,1911405,103,0.08,1
2136,20210210,1,724548,580439,144109,470956,72,0.03,1
2137,20230412,27,419081,241154,177927,377172,107,0.07,1
2138,20240904,1,916872,808619,108253,687654,82,0.05,1
2139,20201110,21,1312057,1195876,116181,459219,83,0.06,1
2141,20210310,22,2336394,2170284,166110,2102754,81,0.06,1
2144,20210608,21,1998878,1834969,163909,799551,56,0.08,1
2145,20241001,16,1173450,1121960,51490,528052,119,0.03,1
2147,20190407,13,1204759,1114888,89871,662617,69,0.03,1
2149,20210604,27,570383,502932,67451,313710,21,0.08,1
2150,20220509,7,1659258,1480239,179019,995554,48,0.08,1
2152,20240407,1,875341,873808,1533,306369,22,0.07,1
2153,20220506,21,2186251,2046147,140104,2076938,119,0.03,1
2154,20250601,18,209385,30239,179146,83753,21,0.06,1
2155,20230301,3,561664,542835,18829,280832,19,0.1,1
2159,20240712,17,1108209,1008289,99920,387873,38,0.07,1
2160,20240911,25,1744706,1662807,81899,1308529,64,0.06,1
2162,20240312,18,773074,659978,113096,425190,74,0.04,1
2163,20250908,15,1471500,1340910,130590,1397925,43,0.07,1
2164,20201102,11,920236,892143,28093,736188,45,0.07,1
2167,20200905,25,327317,215655,111662,294585,103,0.03,1
2168,20240711,25,408920,228935,179985,286244,7,0.06,1
2169,20200209,19,2312283,2193068,119215,1734212,35,0.05,1
2170,20241010,15,2480390,2434863,45527,1240195,102,0.05,1
2171,20230211,2,366095,343648,22447,329485,40,0.05,1
2172,20200706,24,2189272,2174317,14955,1970344,112,0.07,1
2173,20250301,13,2370735,2370154,581,1540977,99,0.03,1
2174,20210307,2,1956974,1827172,129802,1565579,80,0.04,1
2176,20201001,19,887605,728761,158844,621323,79,0.07,1
2177,20240611,4,1226251,1089643,136608,429187,52,0.03,1
2179,20250406,25,457554,456170,1384,411798,33,0.07,1
2181,20210601,22,1159331,1123467,35864,1101364,84,0.08,1
2183,20241007,12,576242,434502,141740,460993,81,0.03,1
2190,20211202,10,2006478,1830291,176187,1805830,74,0.05,1
2191,20190505,24,1882555,1736680,145875,1600171,87,0.04,1
2193,20211011,10,2464818,2446959,17859,1232409,24,0.09,1
2194,20191102,4,1518171,1460997,57174,683176,29,0.06,1
2196,20210803,6,2339832,2166292,173540,1988857,36,0.05,1
2197,20240510,16,393806,330181,63625,334735,59,0.06,1
2198,20250412,15,1259313,1093380,165933,1007450,58,0.08,1
2200,20231008,4,706962,691613,15349,282784,120,0.08,1
2201,20191110,8,323151,220908,102243,193890,96,0.02,1
2204,20211203,22,1777683,1730830,46853,1511030,38,0.07,1
2208,20210211,6,1704268,1677944,26324,852134,66,0.05,1
2209,20230206,26,1386197,1363724,22473,1039647,79,0.05,1
2210,20201008,8,661104,504137,156967,528883,109,0.03,1
2211,20200704,16,1932983,1901043,31940,1546386,63,0.08,1
2212,20230803,26,1959801,1879550,80251,1469850,63,0.03,1
2213,20200110,25,1314639,1159887,154752,920247,14,0.05,1
2214,20200712,23,913819,796108,117711,868128,116,0.05,1
2218,20190806,30,642610,485571,157039,321305,17,0.1,1
2219,20190807,18,602435,578129,24306,301217,19,0.1,1
2220,20200702,29,202865,89571,113294,101432,110,0.07,1
2221,20240906,8,675820,628635,47185,540656,116,0.08,1
2224,20220610,22,1981651,1840954,140697,891742,77,0.03,1
2227,20241201,21,2150102,2055283,94819,1612576,46,0.06,1
2228,20211205,4,2038303,2001109,37194,1834472,38,0.05,1
2229,20201104,27,1179008,1176113,2895,825305,54,0.05,1
2231,20231105,24,572555,506767,65788,286277,26,0.12,1
2233,20220210,29,979606,924120,55486,636743,109,0.07,1
2234,20200209,3,1197152,1018049,179103,1077436,16,0.07,1
2237,20220301,11,1419735,1341756,77979,851841,67,0.03,1
2238,20230602,3,502088,350005,152083,426774,7,0.1,1
2242,20210807,25,1666547,1639864,26683,833273,107,0.04,1
2243,20220211,23,359829,356465,3364,251880,28,0.07,1
2245,20241211,21,1765614,1750175,15439,1059368,66,0.06,1
2246,20200710,10,1249733,1233825,15908,1124759,30,0.13,1
2248,20200311,10,2203296,2144085,59211,1652472,50,0.03,1
2251,20250309,23,1273524,1134408,139116,891466,54,0.04,1
2252,20221204,3,300450,223073,77377,120179,109,0.06,1
2254,20231104,2,2369080,2258591,110489,1539901,80,0.06,1
2255,20220105,8,2261809,2248171,13638,1922537,46,0.07,1
2256,20240911,22,2038163,1893876,144287,1630530,31,0.02,1
2257,20200707,11,2239883,2081560,158323,895953,77,0.06,1
2258,20220808,26,1312064,1142000,170064,787238,75,0.07,1
2259,20230601,16,272577,189432,83145,149917,99,0.07,1
2261,20231209,1,269869,154564,115305,161921,86,0.05,1
2262,20190803,9,517769,396381,121388,362438,116,0.02,1
2263,20251102,3,1721158,1640725,80433,774521,91,0.07,1
2265,20210510,4,747702,623378,124324,261695,23,0.13,1
2266,20220112,9,2039193,1924880,114313,815677,91,0.05,1
2267,20240803,2,1015041,840212,174829,659776,53,0.04,1
2268,20211207,28,1770167,1752701,17466,708066,12,0.06,1
2269,20210701,15,760101,646303,113798,380050,46,0.03,1
2270,20210112,18,1661000,1514510,146490,581350,17,0.14,1
2271,20200105,17,1759349,1720477,38872,1495446,27,0.1,1
2272,20221106,22,1410148,1281609,128539,1269133,17,0.14,1
2274,20230907,27,2079144,2025122,54022,1143529,23,0.11,1
2275,20220701,19,638153,573964,64189,319076,106,0.04,1
2278,20190810,21,2380890,2267970,112920,833311,112,0.03,1
2280,20201002,21,2233966,2227943,6023,1228681,14,0.15,1
2283,20230409,17,1226105,1221834,4271,1164799,99,0.06,1
2284,20190502,19,338587,290204,48383,118505,90,0.05,1
2285,20250207,21,219448,61939,157509,131668,83,0.05,1
2286,20190806,22,1433519,1318883,114636,860111,10,0.13,1
2287,20221111,3,735686,692017,43669,478195,30,0.1,1
2289,20200605,4,679617,514050,165567,441751,85,0.06,1
2290,20230710,26,1351697,1256145,95552,608263,84,0.05,1
2291,20220509,21,1313903,1243334,70569,722646,32,0.08,1
2292,20201105,12,2361784,2184715,177069,1771338,56,0.08,1
2293,20200702,22,842491,793564,48927,463370,119,0.03,1
2294,20230402,5,998773,997370,1403,399509,106,0.06,1
2295,20240308,27,1181912,1066389,115523,945529,68,0.04,1
2296,20210111,28,952353,924641,27712,761882,95,0.02,1
2297,20211109,29,272145,158286,113859,258537,58,0.02,1
2298,20200607,3,1652599,1525156,127443,1404709,91,0.05,1
2300,20241010,27,1746842,1712394,34448,1659499,109,0.04,1
2302,20210708,4,1989497,1913636,75861,1492122,43,0.02,1
2303,20210706,3,1145487,1118339,27148,744566,3,0.1,1
2304,20200202,27,1350229,1207416,142813,472580,30,0.13,1
2309,20240509,22,1925574,1863511,62063,866508,23,0.12,1
2310,20190908,11,770066,737583,32483,308026,88,0.03,1
2311,20201208,11,1225277,1135383,89894,673902,102,0.03,1
2312,20191006,7,518312,402564,115748,181409,73,0.04,1
2314,20240908,22,2134780,1972967,161813,1174129,58,0.08,1
2316,20240702,16,2484289,2400623,83666,1987431,111,0.07,1
2317,20240906,9,561846,494516,67330,533753,110,0.06,1
2318,20220906,21,1999151,1931564,67587,799660,87,0.03,1
2319,20220704,13,1060084,1025022,35062,795063,88,0.02,1
2320,20210409,26,1638204,1465551,172653,655281,120,0.06,1
2321,20231003,15,2435196,2338815,96381,1582877,5,0.14,1
2322,20220808,27,1808060,1730100,77960,1084836,11,0.11,1
2323,20191202,20,1732453,1572409,160044,866226,29,0.07,1
2324,20221101,21,1821612,1661225,160387,728644,72,0.03,1
2325,20200202,17,609768,483660,126108,243907,74,0.08,1
2326,20250210,9,774003,645391,128612,619202,91,0.04,1
2327,20220607,17,2425591,2420161,5430,2304311,27,0.11,1
2328,20230911,10,398113,307871,90242,238867,52,0.05,1
2330,20190202,22,1553038,1510994,42044,1475386,26,0.13,1
2332,20200401,18,1100554,950597,149957,770387,31,0.03,1
2334,20240201,13,1370715,1203444,167271,1028036,29,0.06,1
2335,20210608,20,2164709,2054972,109737,1407060,71,0.08,1
2339,20221211,21,204271,165764,38507,173630,49,0.02,1
2341,20220108,10,599352,521783,77569,539416,7,0.12,1
2342,20251109,15,1945267,1796240,149027,972633,116,0.07,1
2343,20230708,8,872836,822179,50657,305492,78,0.04,1
2345,20210510,22,645451,584927,60524,548633,37,0.07,1
2346,20231209,12,944605,797969,146636,330611,76,0.05,1
2348,20240611,1,1953691,1927904,25787,1856006,8,0.12,1
2352,20200511,1,673428,667636,5792,370385,93,0.08,1
2354,20220706,22,1587833,1576047,11786,1508441,25,0.11,1
2356,20200212,21,1868927,1704020,164907,1121356,86,0.04,1
2357,20191207,8,2143095,2035481,107614,1393011,57,0.04,1
2358,20240310,22,1163370,1040171,123199,1047033,78,0.05,1
2360,20230105,25,502869,440711,62158,176004,117,0.04,1
2362,20230704,18,257385,217049,40336,193038,99,0.08,1
2364,20240207,15,1377186,1324949,52237,826311,11,0.09,1
2365,20190509,3,1968900,1951476,17424,1181340,55,0.03,1
2366,20221107,3,2229019,2208848,20171,2117568,10,0.12,1
2367,20200509,18,1113021,997234,115787,500859,108,0.05,1
2369,20190804,5,913006,841882,71124,867355,62,0.04,1
2370,20191209,7,1120022,1085879,34143,616012,109,0.08,1
2371,20190705,21,1523128,1475128,48000,609251,109,0.08,1
2372,20250103,24,856059,739341,116718,428029,75,0.05,1
2373,20240201,20,1449239,1438006,11233,1231853,90,0.05,1
2374,20250805,13,1973062,1794763,178299,1183837,9,0.07,1
2375,20221001,13,1967715,1869067,98648,1869329,101,0.05,1
2376,20200901,17,1878970,1704741,174229,1691073,52,0.03,1
2377,20230508,4,2323016,2183135,139881,1393809,33,0.06,1
2379,20200303,27,368103,239694,128409,239266,80,0.05,1
2380,20190504,15,1628272,1549225,79047,569895,117,0.07,1
2381,20211111,21,837275,719225,118050,502365,24,0.12,1
2382,20241009,2,782593,608681,173912,586944,80,0.04,1
2383,20251210,6,2015989,1878012,137977,705596,97,0.06,1
2384,20220304,18,2260726,2147664,113062,1130363,101,0.05,1
2386,20230601,27,271694,250427,21267,163016,76,0.07,1
2387,20251109,3,2329381,2213324,116057,1514097,117,0.05,1
2389,20220409,23,1675849,1576193,99656,1340679,59,0.08,1
2393,20240101,3,1571196,1443565,127631,1492636,91,0.03,1
2394,20211210,18,958076,839302,118774,479038,114,0.03,1
2395,20200807,22,1162186,1149802,12384,406765,97,0.05,1
2396,20191212,22,2135006,1957554,177452,854002,98,0.08,1
2397,20190312,16,1102091,1061502,40589,495940,95,0.03,1
2398,20240405,10,735151,604917,130234,661635,74,0.05,1
2399,20190803,15,838843,659362,179481,293595,69,0.02,1
2400,20210108,1,1411127,1323500,87627,635007,111,0.05,1
2402,20250110,3,298461,237022,61439,193999,119,0.03,1
2403,20251102,26,2099434,2086297,13137,1889490,35,0.04,1
2404,20230111,21,2341785,2173537,168248,1287981,114,0.06,1
2405,20240607,9,1758993,1647241,111752,1231295,12,0.11,1
2408,20201109,2,909046,790709,118337,545427,64,0.05,1
2409,20220107,24,872455,699705,172750,697964,100,0.07,1
2410,20231011,6,718549,644131,74418,574839,51,0.04,1
2412,20230504,25,1543316,1415641,127675,1080321,59,0.06,1
2414,20210807,21,425381,320542,104839,255228,102,0.04,1
2415,20210509,17,222090,131373,90717,122149,104,0.03,1
2416,20190701,4,1976129,1872684,103445,691645,28,0.06,1
2418,20230510,18,924143,846602,77541,462071,27,0.06,1
2419,20240104,17,1298106,1279819,18287,1168295,15,0.06,1
2420,20231211,27,590564,582399,8165,472451,115,0.08,1
2421,20231111,25,1646723,1573801,72922,1235042,109,0.06,1
2422,20210802,24,1341747,1308670,33077,603786,74,0.06,1
2424,20210903,5,2155552,2010929,144623,1293331,60,0.07,1
2429,20200609,15,460477,450320,10157,368381,15,0.1,1
2431,20241203,29,1632706,1546052,86654,571447,29,0.13,1
2432,20220909,7,1620229,1607966,12263,972137,18,0.15,1
2434,20210407,27,2156734,2041578,115156,970530,52,0.05,1
2437,20200307,14,1977619,1879869,97750,791047,5,0.1,1
2439,20210301,16,2027546,1856292,171254,1723414,55,0.02,1
2440,20241103,27,2370207,2276820,93387,1896165,63,0.06,1
2441,20200602,12,2326689,2217029,109660,1047010,113,0.03,1
2442,20210507,14,2294217,2230870,63347,1605951,71,0.07,1
2443,20211201,20,2342784,2332154,10630,1522809,72,0.02,1
2445,20211212,14,704244,665688,38556,246485,26,0.06,1
2446,20211204,8,1731061,1672108,58953,1125189,26,0.1,1
2447,20210808,11,2229608,2190410,39198,1114804,107,0.04,1
2448,20190908,9,1272777,1253948,18829,445471,54,0.07,1
2449,20240109,22,2345622,2203420,142202,938248,27,0.07,1
2450,20220402,30,1536083,1486992,49091,1152062,82,0.03,1
2451,20210905,13,769314,651738,117576,538519,26,0.12,1
2454,20190907,29,2120212,2035495,84717,954095,82,0.05,1
2455,20190803,12,1170384,1021433,148951,819268,3,0.09,1
2456,20210612,25,1712969,1708789,4180,1370375,36,0.04,1
2457,20220606,2,701957,595372,106585,666859,14,0.06,1
2458,20241210,22,2014157,2006332,7825,1007078,39,0.03,1
2459,20211209,21,617087,499597,117490,339397,13,0.11,1
2461,20231006,10,1870714,1861136,9578,1309499,27,0.13,1
2462,20190710,2,2060312,2016252,44060,824124,9,0.09,1
2465,20220109,15,1216279,1162116,54163,729767,116,0.07,1
2468,20200312,22,2127277,2057486,69791,1808185,46,0.05,1
2471,20200604,26,2397700,2282606,115094,839195,21,0.07,1
2472,20210312,13,530410,433862,96548,291725,34,0.03,1
2476,20221004,5,2264558,2171729,92829,1471962,73,0.06,1
2477,20220512,5,1941704,1913559,28145,1165022,10,0.1,1
2478,20211012,12,1699420,1572684,126736,1444507,40,0.05,1
2480,20240601,19,1637723,1619410,18313,1555836,40,0.08,1
2482,20211006,22,1234666,1211767,22899,740799,94,0.05,1
2483,20240909,25,1154508,1077339,77169,634979,103,0.06,1
2485,20190703,5,854168,807072,47096,341667,34,0.05,1
2486,20231201,5,1126152,1109200,16952,619383,58,0.03,1
2487,20230610,5,597586,520904,76682,298793,52,0.07,1
2488,20200211,2,1107775,1080669,27106,775442,29,0.12,1
2489,20191004,26,317507,231116,86391,222254,100,0.04,1
2490,20210902,3,634642,528694,105948,253856,45,0.07,1
2491,20190703,25,2101375,1971999,129376,735481,107,0.07,1
2494,20190701,4,1026120,869539,156581,461753,58,0.07,1
2495,20250107,13,340806,291947,48859,306725,18,0.05,1
2496,20240202,10,577279,530806,46473,519551,11,0.12,1
2497,20210204,28,1814303,1708888,105415,635006,19,0.06,1
2498,20211207,3,816550,704245,112305,694067,67,0.06,1
2499,20240906,27,1487822,1436424,51398,818302,116,0.07,1
2501,20231110,30,1863654,1761935,101719,1584105,56,0.06,1
2502,20241107,22,796803,733450,63353,557762,62,0.04,1
2503,20250906,22,2319490,2215448,104042,1739617,82,0.06,1
2504,20241204,15,504435,387412,117023,201773,38,0.07,1
2505,20211003,28,2492556,2354695,137861,2243300,12,0.08,1
2507,20211001,15,2482638,2405724,76914,868923,112,0.03,1
2510,20200803,20,1739276,1643951,95325,1043565,105,0.06,1
2511,20240712,15,1097618,1065805,31813,548809,82,0.05,1
2514,20230910,15,1437233,1362303,74930,934201,20,0.11,1
2515,20190504,5,1841079,1759168,81911,1380809,58,0.02,1
2518,20220106,3,636357,604639,31718,477267,109,0.07,1
2519,20210501,20,1039767,979820,59947,831813,97,0.03,1
2523,20230908,6,891578,847885,43693,356631,27,0.13,1
2524,20200709,21,2144266,2039326,104940,2037052,16,0.06,1
2525,20190609,24,2034317,1959548,74769,1118874,37,0.05,1
2526,20240803,3,1751642,1673797,77845,613074,108,0.06,1
2529,20191210,16,1115416,1053320,62096,557708,40,0.05,1
2530,20240102,21,2436558,2340326,96232,974623,49,0.02,1
2531,20230910,21,558112,494119,63993,446489,15,0.15,1
2532,20220102,1,2099927,2053879,46048,1994930,74,0.08,1
2533,20201202,9,1893367,1865939,27428,1798698,114,0.06,1
2534,20231105,5,657252,502123,155129,328626,54,0.03,1
2535,20241005,18,857690,680428,177262,557498,72,0.06,1
2539,20191111,23,822078,755627,66451,739870,19,0.07,1
2541,20220304,15,1069642,1006505,63137,481338,110,0.04,1
2542,20200111,11,1432098,1337732,94366,1360493,109,0.04,1
2544,20210702,5,1288351,1269944,18407,1223933,101,0.02,1
2545,20210511,24,2117923,2112365,5558,1058961,40,0.07,1
2547,20230712,24,1303124,1262797,40327,781874,36,0.07,1
2548,20231112,27,1874475,1765003,109472,749789,83,0.05,1
2549,20220403,5,2001207,1976029,25178,1500905,7,0.1,1
2552,20230711,13,1770457,1658588,111869,1150797,54,0.08,1
2553,20200609,13,2322644,2265808,56836,1625850,21,0.06,1
2555,20220809,26,1953097,1863546,89551,878893,120,0.07,1
2556,20200409,25,1613650,1563265,50385,1290920,45,0.02,1
2557,20200410,11,2181036,2042590,138446,1635777,31,0.05,1
2558,20211003,23,1096898,1010818,86080,658138,61,0.06,1
2559,20230707,2,788279,726787,61492,748865,98,0.06,1
2561,20190605,27,1822007,1686626,135381,728802,110,0.06,1
2564,20210802,7,2232076,2168623,63453,1227641,115,0.05,1
2566,20201204,8,886570,821269,65301,531942,35,0.06,1
2567,20201211,26,1637401,1635627,1774,1309920,110,0.05,1
2569,20210912,21,2467987,2408115,59872,2344587,100,0.08,1
2570,20230801,8,472035,341499,130536,236017,104,0.02,1
2571,20191011,12,846686,714575,132111,465677,88,0.03,1
2574,20210802,13,1184453,1101584,82869,473781,120,0.05,1
2576,20241208,26,2361389,2228490,132899,944555,39,0.04,1
2577,20210703,23,1136770,1135523,1247,909416,8,0.07,1
2578,20230305,5,927016,894193,32823,695262,113,0.05,1
2580,20230112,12,836839,824221,12618,376577,72,0.07,1
2585,20220911,26,2167831,2052863,114968,758740,18,0.13,1
2586,20190907,14,1427189,1247613,179576,999032,118,0.06,1
2587,20190610,9,1901486,1810104,91382,1331040,94,0.08,1
2589,20191009,21,621602,571253,50349,310801,69,0.02,1
2591,20200212,29,431041,416871,14170,301728,51,0.07,1
2592,20250510,21,1878269,1783875,94394,657394,84,0.03,1
2594,20210503,19,2409484,2272389,137095,2289009,8,0.09,1
2597,20240501,3,1389777,1267398,122379,1250799,99,0.06,1
2598,20240611,17,1226281,1084997,141284,1164966,88,0.04,1
2600,20250803,25,2056248,1922250,133998,1028124,29,0.07,1
2603,20240808,7,1261056,1151503,109553,1071897,18,0.12,1
2605,20190507,21,2048657,1892869,155788,1024328,64,0.07,1
2607,20230510,27,1856202,1818970,37232,928101,103,0.06,1
2608,20250303,11,2165338,2135413,29925,1190935,99,0.06,1
2611,20250306,9,751403,602902,148501,713832,86,0.06,1
2612,20230611,15,1155285,1020852,134433,635406,50,0.04,1
2613,20220802,25,806748,801063,5685,645398,26,0.08,1
2614,20230312,8,338409,215381,123028,219965,20,0.08,1
2615,20200904,5,1645224,1520753,124471,658089,106,0.02,1
2617,20220911,20,2000918,1865472,135446,1200550,68,0.06,1
2618,20220701,8,2023739,1969593,54146,809495,65,0.05,1
2620,20240212,12,484158,345584,138574,242079,89,0.04,1
2621,20240103,28,2075625,2033742,41883,830249,80,0.05,1
2622,20221007,2,779235,615937,163298,506502,84,0.05,1
2623,20241212,30,1906314,1743574,162740,1143788,24,0.12,1
2624,20230310,24,1124196,952929,171267,674517,18,0.11,1
2626,20190605,15,642708,562672,80036,289218,40,0.02,1
2627,20230902,23,939605,787874,151731,610743,7,0.14,1
2630,20230608,4,785475,757537,27938,353463,40,0.06,1
2631,20230607,26,650138,537901,112237,325069,11,0.09,1
2633,20221207,24,1446660,1349754,96906,650996,41,0.08,1
2635,20190309,13,1653129,1535875,117254,1405159,59,0.05,1
2636,20210911,5,1594378,1535645,58733,717470,95,0.08,1
2637,20240809,2,1851443,1838766,12677,925721,75,0.07,1
2638,20210111,5,1390736,1251667,139069,556294,19,0.14,1
2639,20250403,22,1572207,1509460,62747,707493,116,0.06,1
2643,20191105,3,401470,329580,71890,180661,104,0.03,1
2645,20210202,21,362833,288100,74733,253983,94,0.03,1
2647,20190512,10,710699,663942,46757,533024,115,0.02,1
2648,20230406,2,2310787,2276176,34611,1848629,68,0.07,1
2649,20190908,30,1562512,1524651,37861,625004,37,0.04,1
2650,20190807,13,714680,550171,164509,285871,97,0.07,1
2652,20240503,21,868299,862588,5711,824884,96,0.06,1
2653,20210210,21,2379518,2229008,150510,2022590,87,0.03,1
2655,20190504,9,2032544,1874225,158319,813017,10,0.13,1
2657,20230301,5,350389,185528,164861,315350,22,0.14,1
2660,20200601,15,365131,222238,142893,273848,25,0.06,1
2661,20230703,11,1657592,1607736,49856,1243194,72,0.03,1
2662,20220511,25,356639,323737,32902,231815,29,0.06,1
2663,20200903,26,1818839,1812783,6056,727535,99,0.04,1
2664,20230108,24,1210029,1147573,62456,484011,68,0.03,1
2665,20220809,8,2185040,2078955,106085,1092520,96,0.03,1
2667,20210602,13,1935843,1765377,170466,1064713,48,0.04,1
2668,20210508,21,1379340,1346073,33267,1034505,22,0.08,1
2669,20220911,9,1568900,1442520,126380,706004,46,0.04,1
