vehicle_id,brand,model,fuel_type,transmission,car_condition,is_premium_brand,manufacturing_year,vehicle_age,kms_driven
1645,Maruti,Baleno,Diesel,Manual,Poor,0,2014,12,135974
1646,Audi,Q3,Electric,Automatic,Poor,1,2013,13,94734
1647,Audi,A4,Electric,Manual,Poor,1,2015,11,38686
1648,Toyota,Fortuner,Diesel,Automatic,Excellent,0,2023,3,6373
1649,Mahindra,Xuv500,Petrol,Automatic,Excellent,0,2024,2,50145
1650,Mahindra,Xuv500,Petrol,Automatic,Good,0,2020,6,31334
1651,Audi,A4,Cng,Automatic,Fair,1,2018,8,26490
1652,Honda,Amaze,Petrol,Manual,Poor,0,2016,10,148947
1653,Honda,City,Petrol,Automatic,Fair,0,2018,8,7194
1654,Maruti,Wagonr,Diesel,Automatic,Fair,0,2019,7,80636
1655,Tata,Nexon,Diesel,Manual,Poor,0,2015,11,27752
1656,Audi,A4,Cng,Automatic,Poor,1,2014,12,35538
1657,Bmw,X3,Petrol,Manual,Excellent,1,2023,3,183697
1658,Toyota,Fortuner,Cng,Automatic,Poor,0,2012,14,9927
1659,Maruti,Wagonr,Electric,Manual,Poor,0,2013,13,57559
1660,Audi,Q3,Diesel,Automatic,Good,1,2022,4,99079
1661,Mahindra,Scorpio,Diesel,Manual,Good,0,2020,6,177456
1662,Tata,Harrier,Cng,Manual,Poor,0,2015,11,128013
1663,Maruti,Wagonr,Cng,Automatic,Good,0,2021,5,31653
1664,Mahindra,Xuv500,Cng,Automatic,Fair,0,2018,8,125264
1665,Maruti,Swift,Petrol,Automatic,Good,0,2020,6,110578
1666,Mahindra,Scorpio,Electric,Manual,Poor,0,2016,10,134325
1667,Maruti,Wagonr,Petrol,Manual,Poor,0,2015,11,56467
1668,Hyundai,Verna,Diesel,Manual,Poor,0,2015,11,137122
1669,Tata,Nexon,Cng,Automatic,Excellent,0,2023,3,12991
1670,Hyundai,I20,Diesel,Automatic,Fair,0,2017,9,175233
1671,Maruti,Wagonr,Electric,Automatic,Poor,0,2012,14,174675
1672,Maruti,Wagonr,Electric,Automatic,Excellent,0,2024,2,144128
1673,Tata,Harrier,Cng,Manual,Excellent,0,2024,2,177120
1674,Mahindra,Scorpio,Cng,Manual,Poor,0,2014,12,99908
1675,Hyundai,I20,Electric,Manual,Excellent,0,2024,2,111298
1676,Toyota,Innova,Petrol,Manual,Poor,0,2014,12,17589
1677,Mahindra,Xuv500,Diesel,Manual,Poor,0,2013,13,64042
1678,Mahindra,Xuv500,Diesel,Automatic,Poor,0,2013,13,177528
1679,Honda,Amaze,Petrol,Automatic,Poor,0,2016,10,69002
1680,Toyota,Fortuner,Cng,Manual,Good,0,2021,5,182211
1681,Honda,City,Petrol,Automatic,Poor,0,2016,10,80287
1682,Bmw,X3,Petrol,Automatic,Fair,1,2018,8,62796
1683,Honda,City,Electric,Manual,Fair,0,2018,8,60773
1684,Hyundai,Verna,Diesel,Manual,Fair,0,2018,8,125394
1685,Tata,Harrier,Diesel,Automatic,Poor,0,2014,12,99234
1686,Tata,Harrier,Electric,Manual,Fair,0,2019,7,186747
1687,Tata,Harrier,Petrol,Automatic,Fair,0,2017,9,65767
1688,Mahindra,Xuv500,Cng,Manual,Poor,0,2012,14,45027
1689,Hyundai,Verna,Diesel,Manual,Poor,0,2015,11,164286
1690,Hyundai,Verna,Cng,Automatic,Excellent,0,2023,3,18748
1691,Mahindra,Scorpio,Diesel,Manual,Excellent,0,2024,2,20458
1692,Toyota,Fortuner,Petrol,Automatic,Poor,0,2014,12,177915
1693,Audi,A4,Petrol,Manual,Good,1,2021,5,87893
1694,Tata,Harrier,Petrol,Manual,Good,0,2021,5,127849
1695,Honda,City,Electric,Manual,Good,0,2020,6,111561
1696,Maruti,Swift,Diesel,Manual,Poor,0,2012,14,88455
1697,Honda,Amaze,Cng,Automatic,Good,0,2022,4,51496
1698,Audi,A4,Cng,Manual,Good,1,2020,6,7289
1699,Bmw,X1,Diesel,Manual,Poor,1,2012,14,37099
1700,Maruti,Swift,Petrol,Automatic,Poor,0,2012,14,111666
1701,Toyota,Innova,Diesel,Automatic,Poor,0,2012,14,92655
1702,Hyundai,I20,Cng,Manual,Poor,0,2015,11,81775
1703,Toyota,Innova,Petrol,Manual,Fair,0,2018,8,138633
1704,Mahindra,Scorpio,Electric,Manual,Fair,0,2017,9,182559
1705,Hyundai,Verna,Petrol,Automatic,Excellent,0,2023,3,158040
1706,Honda,Amaze,Petrol,Manual,Poor,0,2016,10,148851
1707,Audi,Q3,Cng,Manual,Fair,1,2019,7,25571
1708,Honda,Amaze,Cng,Automatic,Poor,0,2012,14,18251
1709,Hyundai,Creta,Cng,Automatic,Fair,0,2019,7,149527
1710,Bmw,X3,Diesel,Automatic,Fair,1,2017,9,65977
1711,Bmw,X3,Diesel,Automatic,Fair,1,2018,8,57348
1712,Toyota,Fortuner,Petrol,Automatic,Excellent,0,2024,2,70208
1713,Mahindra,Xuv500,Diesel,Manual,Good,0,2020,6,170372
1714,Bmw,X1,Petrol,Manual,Poor,1,2012,14,79530
1715,Mahindra,Scorpio,Diesel,Automatic,Poor,0,2015,11,174859
1716,Hyundai,I20,Diesel,Automatic,Poor,0,2014,12,10057
1717,Toyota,Innova,Cng,Automatic,Fair,0,2019,7,85638
1718,Maruti,Baleno,Cng,Manual,Excellent,0,2023,3,61494
1719,Tata,Harrier,Cng,Automatic,Good,0,2022,4,68634
1720,Audi,Q3,Diesel,Manual,Poor,1,2015,11,188138
1721,Audi,A4,Cng,Manual,Good,1,2020,6,8263
1722,Maruti,Wagonr,Diesel,Manual,Poor,0,2015,11,92308
1723,Honda,City,Cng,Automatic,Fair,0,2019,7,74809
1724,Hyundai,Verna,Petrol,Manual,Excellent,0,2024,2,149081
1725,Audi,A4,Diesel,Manual,Poor,1,2016,10,34224
1726,Mahindra,Xuv500,Diesel,Automatic,Good,0,2021,5,138162
1727,Mahindra,Scorpio,Diesel,Automatic,Poor,0,2015,11,25220
1728,Toyota,Innova,Diesel,Automatic,Poor,0,2014,12,109117
1729,Tata,Nexon,Electric,Manual,Good,0,2020,6,11467
1730,Toyota,Innova,Diesel,Manual,Poor,0,2013,13,15053
1731,Audi,A4,Diesel,Manual,Excellent,1,2024,2,72545
1732,Hyundai,I20,Petrol,Automatic,Poor,0,2016,10,55246
1733,Mahindra,Xuv500,Electric,Automatic,Poor,0,2015,11,193302
1734,Hyundai,I20,Electric,Manual,Good,0,2022,4,115268
1735,Toyota,Fortuner,Petrol,Automatic,Poor,0,2016,10,102253
1736,Maruti,Swift,Cng,Manual,Fair,0,2018,8,53266
1737,Tata,Nexon,Cng,Manual,Excellent,0,2023,3,126186
1738,Tata,Nexon,Cng,Manual,Fair,0,2018,8,31028
1739,Hyundai,Creta,Electric,Automatic,Fair,0,2018,8,42868
1740,Tata,Harrier,Petrol,Manual,Poor,0,2016,10,188725
1741,Tata,Nexon,Petrol,Manual,Fair,0,2018,8,179501
1742,Tata,Harrier,Diesel,Manual,Poor,0,2013,13,127091
1743,Maruti,Baleno,Petrol,Automatic,Fair,0,2017,9,97815
1744,Maruti,Swift,Cng,Manual,Good,0,2022,4,57013
1745,Bmw,X1,Cng,Automatic,Poor,1,2015,11,179969
1746,Bmw,X1,Petrol,Manual,Excellent,1,2024,2,181183
1747,Mahindra,Scorpio,Electric,Automatic,Good,0,2021,5,198436
1748,Tata,Nexon,Electric,Automatic,Good,0,2020,6,162370
1749,Mahindra,Xuv500,Diesel,Manual,Good,0,2021,5,26820
1750,Hyundai,Creta,Petrol,Automatic,Poor,0,2014,12,53598
1751,Mahindra,Xuv500,Diesel,Manual,Fair,0,2019,7,129377
1752,Honda,City,Diesel,Automatic,Poor,0,2016,10,179711
1753,Maruti,Swift,Cng,Automatic,Fair,0,2018,8,177199
1754,Honda,Amaze,Cng,Automatic,Poor,0,2012,14,67964
1755,Mahindra,Scorpio,Petrol,Automatic,Excellent,0,2024,2,58360
1756,Maruti,Wagonr,Diesel,Manual,Good,0,2022,4,51308
1757,Toyota,Innova,Petrol,Manual,Good,0,2022,4,117617
1758,Toyota,Innova,Cng,Manual,Excellent,0,2024,2,20887
1759,Hyundai,I20,Petrol,Manual,Poor,0,2016,10,170634
1760,Bmw,X3,Cng,Manual,Excellent,1,2024,2,176449
1761,Mahindra,Xuv500,Cng,Automatic,Excellent,0,2023,3,73182
1762,Maruti,Swift,Electric,Manual,Poor,0,2013,13,83395
1763,Tata,Harrier,Diesel,Manual,Excellent,0,2024,2,193830
1764,Honda,Amaze,Cng,Manual,Poor,0,2013,13,72215
1765,Mahindra,Xuv500,Diesel,Automatic,Poor,0,2012,14,12606
1766,Mahindra,Scorpio,Diesel,Manual,Good,0,2021,5,190593
1767,Maruti,Swift,Electric,Automatic,Poor,0,2015,11,150021
1768,Hyundai,I20,Diesel,Manual,Good,0,2020,6,52113
1769,Bmw,X3,Petrol,Automatic,Good,1,2020,6,10692
1770,Hyundai,I20,Petrol,Automatic,Fair,0,2018,8,54991
1771,Bmw,X3,Diesel,Manual,Good,1,2021,5,52137
1772,Toyota,Fortuner,Petrol,Manual,Poor,0,2015,11,84911
1773,Mahindra,Scorpio,Electric,Automatic,Fair,0,2017,9,81238
1774,Honda,Amaze,Petrol,Automatic,Poor,0,2012,14,42355
1775,Mahindra,Xuv500,Diesel,Automatic,Fair,0,2017,9,81328
1776,Maruti,Baleno,Diesel,Manual,Fair,0,2017,9,149615
1777,Honda,Amaze,Petrol,Automatic,Fair,0,2018,8,73606
1778,Toyota,Innova,Diesel,Manual,Good,0,2020,6,87391
1779,Bmw,X1,Petrol,Manual,Fair,1,2019,7,116674
1780,Tata,Harrier,Cng,Manual,Fair,0,2019,7,47822
1781,Hyundai,I20,Cng,Manual,Excellent,0,2024,2,181597
1782,Mahindra,Scorpio,Petrol,Automatic,Good,0,2021,5,98352
1783,Honda,City,Petrol,Manual,Fair,0,2019,7,48995
1784,Tata,Nexon,Electric,Manual,Poor,0,2013,13,179254
1785,Maruti,Baleno,Diesel,Manual,Poor,0,2014,12,197518
1786,Maruti,Swift,Diesel,Automatic,Excellent,0,2023,3,197948
1787,Toyota,Innova,Petrol,Manual,Poor,0,2015,11,186796
1788,Tata,Harrier,Diesel,Automatic,Excellent,0,2024,2,116502
1789,Bmw,X3,Petrol,Automatic,Fair,1,2019,7,155553
1790,Audi,A4,Petrol,Automatic,Fair,1,2018,8,27492
1791,Toyota,Fortuner,Diesel,Automatic,Poor,0,2013,13,187045
1792,Audi,Q3,Cng,Automatic,Excellent,1,2023,3,22773
1793,Honda,Amaze,Cng,Manual,Poor,0,2014,12,170634
1794,Mahindra,Xuv500,Cng,Manual,Poor,0,2012,14,9624
1795,Toyota,Innova,Cng,Automatic,Excellent,0,2023,3,39009
1796,Bmw,X3,Electric,Automatic,Fair,1,2019,7,21204
1797,Hyundai,I20,Cng,Manual,Excellent,0,2023,3,156140
1798,Honda,Amaze,Electric,Manual,Excellent,0,2023,3,167392
1799,Tata,Harrier,Diesel,Manual,Good,0,2021,5,93248
1800,Toyota,Innova,Diesel,Manual,Good,0,2022,4,156028
1801,Hyundai,Verna,Diesel,Manual,Good,0,2021,5,171610
1802,Bmw,X1,Cng,Automatic,Poor,1,2012,14,183491
1803,Maruti,Wagonr,Petrol,Automatic,Excellent,0,2023,3,17675
1804,Honda,Amaze,Diesel,Manual,Fair,0,2018,8,50038
1805,Maruti,Wagonr,Electric,Manual,Poor,0,2015,11,113661
1806,Tata,Nexon,Diesel,Manual,Poor,0,2016,10,6722
1807,Audi,Q3,Diesel,Automatic,Poor,1,2015,11,199004
1808,Maruti,Swift,Electric,Automatic,Good,0,2021,5,96059
1809,Mahindra,Xuv500,Cng,Manual,Good,0,2022,4,176105
1810,Tata,Harrier,Cng,Automatic,Poor,0,2015,11,195421
1811,Tata,Harrier,Cng,Manual,Fair,0,2018,8,72748
1812,Maruti,Baleno,Diesel,Automatic,Good,0,2021,5,159401
1813,Audi,A4,Diesel,Automatic,Excellent,1,2024,2,113268
1814,Hyundai,I20,Petrol,Manual,Poor,0,2012,14,104080
1815,Maruti,Swift,Diesel,Automatic,Fair,0,2019,7,133490
1816,Maruti,Swift,Cng,Manual,Poor,0,2013,13,168207
1817,Maruti,Wagonr,Cng,Automatic,Fair,0,2017,9,90792
1818,Hyundai,I20,Electric,Manual,Good,0,2022,4,103438
1819,Toyota,Innova,Electric,Manual,Fair,0,2019,7,154185
1820,Toyota,Fortuner,Diesel,Automatic,Fair,0,2017,9,68201
1821,Mahindra,Scorpio,Cng,Automatic,Excellent,0,2024,2,24783
1822,Honda,Amaze,Cng,Automatic,Excellent,0,2024,2,132708
1823,Honda,City,Diesel,Manual,Fair,0,2018,8,91429
1824,Toyota,Fortuner,Petrol,Manual,Poor,0,2014,12,121228
1825,Hyundai,Verna,Petrol,Manual,Poor,0,2015,11,18973
1826,Honda,City,Electric,Manual,Poor,0,2016,10,116574
1827,Bmw,X3,Diesel,Manual,Good,1,2021,5,184323
1828,Maruti,Wagonr,Diesel,Manual,Excellent,0,2023,3,15299
1829,Mahindra,Xuv500,Petrol,Manual,Good,0,2020,6,182055
1830,Tata,Harrier,Petrol,Manual,Poor,0,2016,10,155929
1831,Hyundai,Verna,Cng,Manual,Excellent,0,2024,2,89265
1832,Tata,Harrier,Diesel,Automatic,Excellent,0,2023,3,193827
1833,Tata,Nexon,Electric,Automatic,Fair,0,2017,9,93536
1834,Maruti,Swift,Electric,Automatic,Poor,0,2015,11,29915
1835,Bmw,X1,Electric,Manual,Poor,1,2013,13,144710
1836,Honda,City,Electric,Manual,Poor,0,2016,10,155437
1837,Audi,Q3,Petrol,Manual,Excellent,1,2023,3,123005
1838,Hyundai,Creta,Electric,Manual,Excellent,0,2023,3,134454
1839,Audi,Q3,Electric,Manual,Fair,1,2017,9,78714
1840,Mahindra,Xuv500,Electric,Manual,Poor,0,2013,13,149303
1841,Hyundai,I20,Electric,Manual,Good,0,2020,6,75233
1842,Hyundai,I20,Diesel,Automatic,Poor,0,2012,14,69098
1843,Hyundai,Creta,Electric,Manual,Poor,0,2012,14,42249
1844,Mahindra,Scorpio,Petrol,Manual,Good,0,2021,5,68243
1845,Bmw,X3,Petrol,Automatic,Excellent,1,2024,2,127432
1846,Honda,Amaze,Cng,Automatic,Poor,0,2015,11,136605
1847,Maruti,Swift,Electric,Manual,Poor,0,2014,12,139670
1848,Hyundai,Verna,Cng,Manual,Excellent,0,2023,3,167468
1849,Hyundai,Creta,Electric,Manual,Fair,0,2017,9,48861
1850,Hyundai,I20,Petrol,Manual,Poor,0,2012,14,94246
1851,Maruti,Swift,Electric,Automatic,Poor,0,2015,11,174561
1852,Bmw,X1,Cng,Manual,Poor,1,2013,13,91667
1853,Bmw,X1,Electric,Manual,Poor,1,2016,10,15835
1854,Honda,City,Diesel,Manual,Poor,0,2016,10,141961
1855,Tata,Harrier,Diesel,Automatic,Fair,0,2017,9,45335
1856,Hyundai,I20,Petrol,Manual,Poor,0,2016,10,144760
1857,Audi,A4,Electric,Manual,Excellent,1,2024,2,120426
1858,Honda,City,Petrol,Automatic,Good,0,2021,5,90008
1859,Audi,Q3,Petrol,Manual,Poor,1,2016,10,169081
1860,Hyundai,Verna,Petrol,Automatic,Good,0,2021,5,147783
1861,Maruti,Wagonr,Electric,Manual,Poor,0,2012,14,147354
1862,Bmw,X3,Electric,Automatic,Good,1,2022,4,40100
1863,Tata,Nexon,Diesel,Automatic,Good,0,2022,4,146674
1864,Maruti,Swift,Cng,Manual,Fair,0,2017,9,75217
1865,Hyundai,Creta,Petrol,Automatic,Fair,0,2018,8,143686
1866,Tata,Nexon,Electric,Manual,Good,0,2020,6,101747
1867,Mahindra,Xuv500,Electric,Manual,Good,0,2020,6,82645
1868,Mahindra,Scorpio,Petrol,Manual,Poor,0,2012,14,22686
1869,Hyundai,Creta,Petrol,Automatic,Good,0,2022,4,120352
1870,Honda,City,Petrol,Automatic,Fair,0,2019,7,85490
1871,Bmw,X1,Electric,Manual,Fair,1,2018,8,142663
1872,Tata,Nexon,Diesel,Automatic,Poor,0,2015,11,35452
1873,Bmw,X1,Diesel,Automatic,Fair,1,2019,7,86594
1874,Honda,City,Diesel,Manual,Fair,0,2018,8,32486
1875,Honda,City,Cng,Automatic,Poor,0,2016,10,47417
1876,Audi,Q3,Cng,Automatic,Fair,1,2017,9,197410
1877,Bmw,X1,Diesel,Manual,Poor,1,2013,13,9053
1878,Tata,Harrier,Electric,Manual,Poor,0,2016,10,162325
1879,Mahindra,Xuv500,Diesel,Manual,Poor,0,2013,13,165783
1880,Hyundai,Creta,Electric,Manual,Fair,0,2017,9,153708
1881,Toyota,Innova,Electric,Automatic,Fair,0,2017,9,155206
1882,Tata,Nexon,Cng,Manual,Excellent,0,2024,2,183853
1883,Honda,Amaze,Diesel,Automatic,Poor,0,2014,12,70673
1884,Bmw,X1,Petrol,Automatic,Poor,1,2015,11,139556
1885,Tata,Nexon,Electric,Automatic,Fair,0,2018,8,184459
1886,Honda,Amaze,Electric,Manual,Good,0,2021,5,156144
1887,Mahindra,Scorpio,Diesel,Automatic,Excellent,0,2024,2,58837
1888,Hyundai,I20,Cng,Manual,Poor,0,2015,11,125054
1889,Mahindra,Scorpio,Cng,Manual,Good,0,2021,5,154933
1890,Mahindra,Scorpio,Petrol,Manual,Excellent,0,2023,3,56115
1891,Maruti,Swift,Petrol,Manual,Poor,0,2012,14,98819
1892,Bmw,X1,Cng,Automatic,Poor,1,2016,10,142628
1893,Tata,Harrier,Diesel,Automatic,Excellent,0,2024,2,70344
1894,Mahindra,Scorpio,Diesel,Automatic,Poor,0,2016,10,33711
1895,Hyundai,Creta,Diesel,Automatic,Poor,0,2016,10,147733
1896,Tata,Harrier,Petrol,Automatic,Good,0,2020,6,66496
1897,Honda,City,Petrol,Automatic,Poor,0,2014,12,177762
1898,Tata,Nexon,Electric,Manual,Fair,0,2017,9,122302
1899,Mahindra,Scorpio,Petrol,Automatic,Fair,0,2018,8,185854
1900,Mahindra,Xuv500,Petrol,Automatic,Poor,0,2016,10,15977
1901,Tata,Harrier,Diesel,Manual,Good,0,2022,4,89697
1902,Hyundai,Verna,Diesel,Manual,Fair,0,2018,8,183131
1903,Mahindra,Scorpio,Diesel,Manual,Good,0,2020,6,126031
1904,Tata,Nexon,Electric,Automatic,Poor,0,2012,14,125993
1905,Toyota,Fortuner,Diesel,Manual,Poor,0,2016,10,123504
1906,Toyota,Fortuner,Petrol,Manual,Good,0,2021,5,108079
1907,Maruti,Swift,Cng,Manual,Excellent,0,2024,2,123766
1908,Audi,Q3,Electric,Automatic,Fair,1,2017,9,18591
1909,Hyundai,Creta,Petrol,Manual,Excellent,0,2024,2,175212
1910,Hyundai,I20,Diesel,Manual,Fair,0,2018,8,85731
1911,Honda,City,Petrol,Automatic,Good,0,2021,5,70364
1912,Tata,Nexon,Cng,Manual,Excellent,0,2023,3,135500
1913,Maruti,Baleno,Petrol,Manual,Poor,0,2013,13,153567
1914,Maruti,Wagonr,Diesel,Manual,Good,0,2022,4,165790
1915,Audi,A4,Electric,Manual,Fair,1,2019,7,128671
1916,Bmw,X1,Cng,Manual,Fair,1,2019,7,143454
1917,Honda,Amaze,Diesel,Automatic,Poor,0,2013,13,119000
1918,Bmw,X1,Electric,Manual,Excellent,1,2023,3,30070
1919,Bmw,X1,Diesel,Automatic,Excellent,1,2023,3,177805
1920,Honda,City,Electric,Manual,Fair,0,2018,8,172991
1921,Tata,Nexon,Electric,Automatic,Excellent,0,2024,2,18498
1922,Hyundai,I20,Electric,Automatic,Good,0,2021,5,120866
1923,Audi,Q3,Petrol,Manual,Poor,1,2012,14,152529
1924,Mahindra,Xuv500,Diesel,Automatic,Fair,0,2018,8,166258
1925,Tata,Nexon,Petrol,Manual,Fair,0,2017,9,82635
1926,Maruti,Wagonr,Electric,Manual,Fair,0,2018,8,39426
1927,Toyota,Fortuner,Electric,Automatic,Excellent,0,2023,3,5120
1928,Mahindra,Scorpio,Electric,Manual,Excellent,0,2023,3,162501
1929,Bmw,X3,Cng,Automatic,Good,1,2020,6,22232
1930,Maruti,Swift,Diesel,Automatic,Fair,0,2019,7,115808
1931,Bmw,X3,Diesel,Automatic,Fair,1,2017,9,192436
1932,Tata,Harrier,Electric,Manual,Poor,0,2016,10,180186
1933,Tata,Nexon,Cng,Automatic,Excellent,0,2023,3,121227
1934,Hyundai,I20,Electric,Manual,Poor,0,2014,12,145315
1935,Tata,Harrier,Electric,Manual,Excellent,0,2023,3,75525
1936,Audi,Q3,Petrol,Automatic,Good,1,2022,4,196260
1937,Audi,Q3,Diesel,Automatic,Fair,1,2019,7,50570
1938,Audi,Q3,Cng,Manual,Good,1,2022,4,184236
1939,Honda,City,Electric,Automatic,Good,0,2021,5,120615
1940,Maruti,Baleno,Diesel,Automatic,Fair,0,2018,8,101906
1941,Hyundai,I20,Electric,Manual,Excellent,0,2024,2,161092
1942,Mahindra,Xuv500,Cng,Manual,Fair,0,2017,9,106054
1943,Audi,Q3,Petrol,Manual,Poor,1,2014,12,112399
1944,Mahindra,Xuv500,Diesel,Manual,Poor,0,2012,14,48712
1945,Hyundai,Verna,Cng,Manual,Good,0,2022,4,163624
1946,Honda,City,Petrol,Automatic,Good,0,2020,6,191384
1947,Mahindra,Scorpio,Cng,Automatic,Good,0,2020,6,59828
1948,Audi,A4,Cng,Automatic,Fair,1,2017,9,101941
1949,Bmw,X1,Cng,Automatic,Fair,1,2017,9,195517
1950,Audi,A4,Diesel,Manual,Poor,1,2015,11,41368
1951,Bmw,X1,Cng,Automatic,Poor,1,2016,10,48381
1952,Tata,Nexon,Diesel,Automatic,Poor,0,2012,14,74373
1953,Maruti,Baleno,Electric,Automatic,Poor,0,2013,13,84952
1954,Mahindra,Xuv500,Cng,Manual,Fair,0,2018,8,145695
1955,Hyundai,Creta,Petrol,Automatic,Poor,0,2014,12,7411
1956,Tata,Nexon,Diesel,Manual,Poor,0,2013,13,86077
1957,Bmw,X3,Petrol,Manual,Good,1,2020,6,52957
1958,Toyota,Fortuner,Cng,Manual,Good,0,2020,6,62009
1959,Mahindra,Scorpio,Electric,Automatic,Excellent,0,2023,3,185284
1960,Honda,Amaze,Cng,Automatic,Poor,0,2016,10,142542
1961,Mahindra,Scorpio,Cng,Automatic,Poor,0,2012,14,40935
1962,Hyundai,Verna,Electric,Manual,Excellent,0,2024,2,123049
1963,Toyota,Fortuner,Petrol,Manual,Poor,0,2016,10,188033
1964,Bmw,X1,Electric,Manual,Poor,1,2014,12,40604
1965,Tata,Nexon,Electric,Manual,Poor,0,2015,11,108038
1966,Honda,Amaze,Electric,Manual,Poor,0,2015,11,20951
1967,Audi,A4,Diesel,Automatic,Excellent,1,2023,3,73120
1968,Mahindra,Scorpio,Electric,Automatic,Good,0,2022,4,36795
1969,Audi,A4,Petrol,Manual,Poor,1,2013,13,14977
1970,Hyundai,Verna,Petrol,Automatic,Good,0,2021,5,188533
1971,Honda,Amaze,Electric,Manual,Good,0,2022,4,16708
1972,Audi,Q3,Electric,Automatic,Fair,1,2017,9,96117
1973,Mahindra,Xuv500,Diesel,Automatic,Poor,0,2016,10,111183
1974,Tata,Nexon,Petrol,Manual,Poor,0,2013,13,170073
1975,Maruti,Wagonr,Petrol,Manual,Good,0,2020,6,151513
1976,Tata,Nexon,Cng,Automatic,Fair,0,2017,9,27535
1977,Maruti,Swift,Cng,Manual,Poor,0,2015,11,169633
1978,Toyota,Fortuner,Cng,Manual,Fair,0,2017,9,175613
1979,Tata,Harrier,Petrol,Automatic,Fair,0,2018,8,69059
1980,Hyundai,I20,Diesel,Automatic,Poor,0,2016,10,162435
1981,Audi,Q3,Petrol,Manual,Good,1,2021,5,117968
1982,Maruti,Baleno,Cng,Automatic,Excellent,0,2024,2,117927
1983,Toyota,Innova,Diesel,Automatic,Poor,0,2012,14,188855
1984,Audi,Q3,Diesel,Automatic,Fair,1,2019,7,96019
1985,Maruti,Swift,Petrol,Automatic,Fair,0,2018,8,124058
1986,Audi,Q3,Electric,Manual,Good,1,2022,4,162746
1987,Mahindra,Scorpio,Petrol,Automatic,Poor,0,2012,14,18741
1988,Tata,Harrier,Diesel,Manual,Excellent,0,2023,3,169599
1989,Hyundai,Creta,Cng,Manual,Excellent,0,2023,3,156997
1990,Audi,Q3,Petrol,Manual,Poor,1,2012,14,192221
1991,Toyota,Innova,Cng,Automatic,Fair,0,2018,8,58745
1992,Maruti,Baleno,Cng,Manual,Poor,0,2013,13,106089
1993,Mahindra,Xuv500,Petrol,Manual,Poor,0,2015,11,119137
1994,Maruti,Wagonr,Diesel,Automatic,Poor,0,2013,13,98202
1995,Audi,Q3,Petrol,Automatic,Poor,1,2014,12,35549
1996,Hyundai,I20,Petrol,Manual,Excellent,0,2023,3,90604
1997,Tata,Nexon,Cng,Manual,Poor,0,2014,12,86459
1998,Toyota,Innova,Petrol,Manual,Excellent,0,2024,2,127140
1999,Audi,Q3,Electric,Automatic,Fair,1,2018,8,61890
2000,Mahindra,Xuv500,Petrol,Manual,Fair,0,2018,8,15258
2001,Bmw,X3,Cng,Automatic,Good,1,2020,6,102594
2002,Bmw,X1,Electric,Automatic,Excellent,1,2023,3,175619
2003,Tata,Nexon,Electric,Automatic,Poor,0,2016,10,51268
2004,Audi,Q3,Cng,Manual,Poor,1,2015,11,54115
2005,Audi,Q3,Petrol,Manual,Good,1,2021,5,36073
2006,Hyundai,Creta,Electric,Manual,Poor,0,2013,13,27906
2007,Audi,Q3,Diesel,Automatic,Fair,1,2017,9,97428
2008,Audi,Q3,Cng,Automatic,Poor,1,2012,14,196662
2009,Maruti,Wagonr,Electric,Automatic,Fair,0,2018,8,163605
2010,Maruti,Swift,Petrol,Manual,Poor,0,2014,12,72526
2011,Honda,Amaze,Electric,Manual,Fair,0,2019,7,93917
2012,Hyundai,Verna,Diesel,Automatic,Excellent,0,2023,3,25535
2013,Maruti,Wagonr,Electric,Automatic,Excellent,0,2024,2,190475
2014,Toyota,Innova,Electric,Manual,Excellent,0,2023,3,98617
2015,Mahindra,Xuv500,Petrol,Automatic,Good,0,2021,5,18359
2016,Honda,City,Petrol,Manual,Poor,0,2015,11,175967
2017,Maruti,Swift,Electric,Manual,Poor,0,2015,11,135016
2018,Toyota,Fortuner,Electric,Manual,Poor,0,2015,11,118379
2019,Mahindra,Scorpio,Petrol,Automatic,Poor,0,2015,11,104663
2020,Audi,Q3,Electric,Automatic,Fair,1,2018,8,58482
2021,Maruti,Swift,Electric,Manual,Good,0,2020,6,67150
2022,Honda,Amaze,Petrol,Automatic,Excellent,0,2023,3,29139
2023,Audi,Q3,Electric,Manual,Good,1,2020,6,138307
2024,Maruti,Baleno,Cng,Manual,Poor,0,2016,10,149958
2025,Maruti,Swift,Diesel,Manual,Fair,0,2019,7,187241
2026,Toyota,Innova,Cng,Automatic,Poor,0,2014,12,148802
2027,Honda,City,Cng,Manual,Fair,0,2018,8,16239
2028,Toyota,Fortuner,Cng,Automatic,Excellent,0,2024,2,170472
2029,Bmw,X1,Cng,Manual,Poor,1,2014,12,42772
2030,Honda,Amaze,Cng,Manual,Fair,0,2017,9,16374
2031,Mahindra,Scorpio,Diesel,Manual,Good,0,2020,6,173038
2032,Honda,City,Cng,Manual,Excellent,0,2024,2,74796
2033,Audi,A4,Electric,Manual,Poor,1,2014,12,45403
2034,Tata,Nexon,Petrol,Automatic,Good,0,2021,5,48959
2035,Mahindra,Scorpio,Electric,Manual,Poor,0,2013,13,41273
2036,Hyundai,I20,Diesel,Automatic,Fair,0,2018,8,152777
2037,Mahindra,Xuv500,Electric,Manual,Good,0,2021,5,13189
2038,Bmw,X3,Diesel,Automatic,Good,1,2022,4,69962
2039,Maruti,Wagonr,Cng,Automatic,Excellent,0,2024,2,39491
