date_id,sold_date,sold_year,sold_month,sold_month_num,sold_month_name,is_festive_season,date_key
848,2019-02-12,2024,7,12,Dec,0,20190212
851,2022-04-09,2019,11,9,Sep,1,20220409
852,2019-07-04,2019,7,4,Apr,0,20190704
857,2021-05-01,2021,5,1,Jan,0,20210501
858,2024-03-08,2024,2,8,Aug,0,20240308
859,2024-08-10,2021,2,10,Oct,0,20240810
862,2020-06-08,2020,6,8,Aug,0,20200608
864,2023-06-01,2020,5,1,Jan,0,20230601
865,2024-10-10,2022,10,10,Oct,1,20241010
867,2022-10-01,2022,1,1,Jan,0,20221001
868,2019-05-11,2019,5,11,Nov,0,20190511
869,2022-05-11,2022,5,11,Nov,0,20220511
870,2023-07-09,2023,7,9,Sep,0,20230709
871,2023-11-10,2023,8,10,Oct,0,20231110
872,2020-04-01,2023,9,1,Jan,0,20200401
873,2024-11-08,2024,11,8,Aug,1,20241108
875,2024-12-11,2024,12,11,Nov,0,20241211
878,2025-05-09,2024,11,9,Sep,1,20250509
879,2019-04-01,2019,4,1,Jan,0,20190401
880,2023-09-09,2023,9,9,Sep,0,20230909
881,2023-08-06,2019,6,6,Jun,0,20230806
882,2024-08-02,2024,8,2,Feb,0,20240802
883,2025-02-02,2025,2,2,Feb,0,20250202
887,2023-02-01,2025,2,1,Jan,0,20230201
888,2025-08-07,2019,8,7,Jul,0,20250807
889,2021-10-05,2023,11,5,May,1,20211005
890,2024-03-09,2024,5,9,Sep,0,20240309
893,2025-07-02,2022,5,2,Feb,0,20250702
894,2024-10-12,2024,10,12,Dec,1,20241012
895,2023-10-06,2023,10,6,Jun,1,20231006
896,2020-11-06,2020,11,6,Jun,1,20201106
897,2024-04-02,2024,4,2,Feb,0,20240402
900,2019-11-04,2019,11,4,Apr,1,20191104
901,2025-02-12,2021,12,12,Dec,0,20250212
902,2023-07-07,2023,7,7,Jul,0,20230707
904,2022-01-01,2022,1,1,Jan,0,20220101
905,2019-11-07,2019,11,7,Jul,1,20191107
906,2023-06-12,2021,9,12,Dec,0,20230612
907,2021-03-02,2023,11,2,Feb,1,20210302
908,2020-04-09,2023,6,9,Sep,0,20200409
909,2021-05-07,2021,5,7,Jul,0,20210507
910,2025-02-09,2025,2,9,Sep,0,20250209
911,2023-05-12,2024,11,12,Dec,1,20230512
912,2019-11-08,2021,9,8,Aug,0,20191108
913,2021-09-10,2021,9,10,Oct,0,20210910
914,2019-07-09,2022,1,9,Sep,0,20190709
915,2020-02-02,2021,8,2,Feb,0,20200202
916,2019-12-12,2019,12,12,Dec,0,20191212
917,2022-09-03,2022,9,3,Mar,0,20220903
918,2023-02-04,2022,5,4,Apr,0,20230204
919,2022-02-12,2020,10,12,Dec,1,20220212
920,2023-09-05,2023,11,5,May,1,20230905
921,2024-04-09,2024,4,9,Sep,0,20240409
924,2021-01-07,2021,1,7,Jul,0,20210107
926,2021-01-03,2021,1,3,Mar,0,20210103
927,2023-03-05,2020,10,5,May,1,20230305
929,2023-06-05,2020,10,5,May,1,20230605
930,2022-11-02,2021,7,2,Feb,0,20221102
931,2020-05-12,2020,5,12,Dec,0,20200512
932,2021-04-02,2019,5,2,Feb,0,20210402
934,2023-06-03,2021,4,3,Mar,0,20230603
935,2021-07-05,2020,11,5,May,1,20210705
937,2024-09-09,2024,9,9,Sep,0,20240909
938,2021-02-05,2021,2,5,May,0,20210205
939,2020-05-02,2020,5,2,Feb,0,20200502
940,2025-01-12,2025,1,12,Dec,0,20250112
941,2020-12-10,2022,11,10,Oct,1,20201210
943,2023-08-09,2023,8,9,Sep,0,20230809
944,2022-05-03,2023,2,3,Mar,0,20220503
945,2023-03-08,2023,3,8,Aug,0,20230308
947,2022-07-06,2023,6,6,Jun,0,20220706
948,2020-01-03,2021,12,3,Mar,0,20200103
949,2020-04-03,2020,4,3,Mar,0,20200403
951,2019-03-09,2019,3,9,Sep,0,20190309
952,2022-10-09,2022,10,9,Sep,1,20221009
953,2019-04-08,2019,4,8,Aug,0,20190408
954,2020-07-04,2020,7,4,Apr,0,20200704
956,2022-01-03,2024,9,3,Mar,0,20220103
958,2024-04-04,2023,10,4,Apr,1,20240404
959,2022-04-04,2019,10,4,Apr,1,20220404
960,2020-07-11,2023,8,11,Nov,0,20200711
961,2020-01-06,2023,2,6,Jun,0,20200106
962,2025-02-05,2025,2,5,May,0,20250205
963,2025-11-11,2021,9,11,Nov,0,20251111
964,2025-01-11,2025,1,11,Nov,0,20250111
965,2019-04-03,2022,9,3,Mar,0,20190403
967,2021-06-10,2021,6,10,Oct,0,20210610
968,2023-05-09,2024,3,9,Sep,0,20230509
969,2020-06-06,2022,3,6,Jun,0,20200606
970,2019-10-09,2020,9,9,Sep,0,20191009
972,2023-02-11,2020,9,11,Nov,0,20230211
975,2023-12-05,2023,12,5,May,0,20231205
976,2025-01-07,2025,1,7,Jul,0,20250107
977,2022-05-12,2022,5,12,Dec,0,20220512
978,2022-07-10,2022,7,10,Oct,0,20220710
979,2023-02-08,2023,2,8,Aug,0,20230208
980,2020-05-10,2020,5,10,Oct,0,20200510
981,2023-02-11,2022,7,11,Nov,0,20230211
982,2019-05-03,2023,8,3,Mar,0,20190503
983,2025-04-12,2025,1,12,Dec,0,20250412
986,2020-11-03,2023,12,3,Mar,0,20201103
988,2024-06-06,2024,1,6,Jun,0,20240606
989,2020-10-05,2024,9,5,May,0,20201005
991,2021-08-10,2021,8,10,Oct,0,20210810
992,2019-02-04,2019,2,4,Apr,0,20190204
993,2022-01-08,2022,1,8,Aug,0,20220108
994,2025-05-08,2021,5,8,Aug,0,20250508
995,2019-05-08,2019,5,8,Aug,0,20190508
998,2022-10-03,2021,6,3,Mar,0,20221003
1000,2021-09-08,2021,9,8,Aug,0,20210908
1002,2023-06-06,2023,6,6,Jun,0,20230606
1004,2023-05-11,2023,5,11,Nov,0,20230511
1005,2022-06-11,2020,12,11,Nov,0,20220611
1007,2022-11-11,2019,3,11,Nov,0,20221111
1008,2021-08-05,2021,8,5,May,0,20210805
1010,2022-09-07,2022,9,7,Jul,0,20220907
1011,2024-10-01,2024,10,1,Jan,1,20241001
1013,2020-08-04,2020,8,4,Apr,0,20200804
1015,2024-10-03,2024,10,3,Mar,1,20241003
1017,2024-11-12,2024,11,12,Dec,1,20241112
1020,2020-03-01,2020,3,1,Jan,0,20200301
1022,2025-11-12,2024,7,12,Dec,0,20251112
1023,2022-11-12,2021,6,12,Dec,0,20221112
1024,2019-10-11,2019,10,11,Nov,1,20191011
1025,2020-01-02,2021,1,2,Feb,0,20200102
1027,2025-01-02,2025,1,2,Feb,0,20250102
1028,2021-09-02,2022,8,2,Feb,0,20210902
1029,2021-07-01,2023,11,1,Jan,1,20210701
1030,2025-02-05,2020,8,5,May,0,20250205
1031,2019-09-02,2022,5,2,Feb,0,20190902
1034,2025-03-11,2025,3,11,Nov,0,20250311
1037,2023-08-11,2023,8,11,Nov,0,20230811
1038,2023-11-11,2022,9,11,Nov,0,20231111
1039,2020-05-12,2020,6,12,Dec,0,20200512
1040,2023-07-06,2023,7,6,Jun,0,20230706
1041,2022-09-11,2022,9,11,Nov,0,20220911
1042,2022-09-10,2019,6,10,Oct,0,20220910
1043,2025-07-10,2019,12,10,Oct,0,20250710
1044,2019-03-06,2019,3,6,Jun,0,20190306
1045,2020-02-01,2020,2,1,Jan,0,20200201
1046,2021-02-11,2021,2,11,Nov,0,20210211
1047,2024-03-02,2021,9,2,Feb,0,20240302
1048,2021-10-08,2023,12,8,Aug,0,20211008
1049,2021-03-01,2021,3,1,Jan,0,20210301
1051,2020-10-04,2021,12,4,Apr,0,20201004
1052,2019-09-04,2024,11,4,Apr,1,20190904
1053,2021-10-09,2020,7,9,Sep,0,20211009
1055,2021-11-11,2023,4,11,Nov,0,20211111
1056,2021-09-04,2019,5,4,Apr,0,20210904
1057,2022-12-05,2022,12,5,May,0,20221205
1058,2020-12-02,2020,12,2,Feb,0,20201202
1059,2023-03-10,2022,1,10,Oct,0,20230310
1060,2023-11-01,2019,12,1,Jan,0,20231101
1064,2020-04-10,2024,10,10,Oct,1,20200410
1068,2021-09-02,2024,5,2,Feb,0,20210902
1071,2023-04-10,2021,1,10,Oct,0,20230410
1074,2020-11-04,2021,10,4,Apr,1,20201104
1075,2021-09-12,2021,9,12,Dec,0,20210912
1076,2020-06-10,2025,1,10,Oct,0,20200610
1077,2024-04-03,2024,4,3,Mar,0,20240403
1079,2023-09-12,2023,9,12,Dec,0,20230912
1080,2024-08-11,2021,12,11,Nov,0,20240811
1083,2024-01-01,2023,3,1,Jan,0,20240101
1084,2020-10-11,2020,10,11,Nov,1,20201011
1085,2020-12-12,2020,12,12,Dec,0,20201212
1088,2025-01-03,2025,1,3,Mar,0,20250103
1090,2023-03-03,2023,3,3,Mar,0,20230303
1092,2019-04-09,2022,5,9,Sep,0,20190409
1093,2022-06-08,2022,6,8,Aug,0,20220608
1094,2019-03-05,2024,11,5,May,1,20190305
1095,2019-05-01,2019,5,1,Jan,0,20190501
1098,2020-06-06,2020,6,6,Jun,0,20200606
1100,2022-02-12,2022,2,12,Dec,0,20220212
1101,2022-10-05,2020,4,5,May,0,20221005
1102,2024-03-09,2023,4,9,Sep,0,20240309
1103,2019-07-05,2019,7,5,May,0,20190705
1104,2022-12-01,2022,12,1,Jan,0,20221201
1106,2020-06-06,2023,10,6,Jun,1,20200606
1107,2024-09-07,2024,9,7,Jul,0,20240907
1109,2023-06-03,2021,7,3,Mar,0,20230603
1110,2024-03-10,2024,3,10,Oct,0,20240310
1111,2021-02-01,2022,7,1,Jan,0,20210201
1112,2022-04-03,2022,4,3,Mar,0,20220403
1113,2020-01-06,2025,2,6,Jun,0,20200106
1114,2019-02-06,2019,7,6,Jun,0,20190206
1115,2024-12-08,2024,12,8,Aug,0,20241208
1118,2024-01-04,2024,1,4,Apr,0,20240104
1119,2023-05-11,2019,11,11,Nov,1,20230511
1120,2025-04-05,2024,6,5,May,0,20250405
1121,2023-01-09,2023,1,9,Sep,0,20230109
1124,2019-03-08,2019,3,8,Aug,0,20190308
1125,2020-04-01,2020,4,1,Jan,0,20200401
1126,2023-05-01,2022,6,1,Jan,0,20230501
1127,2019-05-11,2020,7,11,Nov,0,20190511
1129,2019-05-02,2019,5,2,Feb,0,20190502
1130,2022-05-04,2022,7,4,Apr,0,20220504
1131,2024-05-06,2024,5,6,Jun,0,20240506
1132,2023-10-07,2023,10,7,Jul,1,20231007
1133,2025-05-01,2023,8,1,Jan,0,20250501
1135,2023-10-05,2020,10,5,May,1,20231005
1136,2024-08-07,2022,9,7,Jul,0,20240807
1137,2025-07-04,2019,12,4,Apr,0,20250704
1139,2020-02-03,2019,3,3,Mar,0,20200203
1141,2022-07-06,2022,7,6,Jun,0,20220706
1142,2024-12-05,2019,1,5,May,0,20241205
1143,2022-06-01,2022,6,1,Jan,0,20220601
1145,2023-12-07,2023,12,7,Jul,0,20231207
1146,2019-02-04,2022,6,4,Apr,0,20190204
1147,2022-07-01,2019,11,1,Jan,1,20220701
1149,2022-01-03,2019,5,3,Mar,0,20220103
1150,2020-11-05,2022,6,5,May,0,20201105
1153,2021-04-10,2021,4,10,Oct,0,20210410
1154,2024-06-03,2024,6,3,Mar,0,20240603
1157,2025-04-10,2021,1,10,Oct,0,20250410
1158,2021-11-06,2021,11,6,Jun,1,20211106
1159,2023-08-06,2023,8,6,Jun,0,20230806
1160,2024-10-11,2024,10,11,Nov,1,20241011
1161,2025-09-10,2019,5,10,Oct,0,20250910
1162,2020-11-03,2020,6,3,Mar,0,20201103
1166,2022-08-04,2023,5,4,Apr,0,20220804
1167,2021-05-12,2021,5,12,Dec,0,20210512
1168,2023-10-04,2023,10,4,Apr,1,20231004
1172,2020-02-01,2022,4,1,Jan,0,20200201
1173,2025-04-09,2020,6,9,Sep,0,20250409
1175,2023-04-04,2021,11,4,Apr,1,20230404
1177,2019-10-04,2024,9,4,Apr,0,20191004
1179,2022-06-06,2022,6,6,Jun,0,20220606
1180,2020-10-05,2023,3,5,May,0,20201005
1181,2024-04-01,2024,4,1,Jan,0,20240401
1182,2024-06-07,2024,6,7,Jul,0,20240607
1183,2022-03-03,2022,3,3,Mar,0,20220303
1184,2021-10-09,2021,1,9,Sep,0,20211009
1185,2019-07-04,2019,5,4,Apr,0,20190704
1189,2025-08-07,2019,11,7,Jul,1,20250807
1190,2024-05-04,2025,1,4,Apr,0,20240504
1192,2022-01-10,2022,1,10,Oct,0,20220110
1194,2020-12-09,2020,12,9,Sep,0,20201209
1197,2021-08-01,2021,8,1,Jan,0,20210801
1200,2023-08-11,2024,7,11,Nov,0,20230811
1201,2024-06-02,2024,6,2,Feb,0,20240602
1202,2019-06-01,2023,6,1,Jan,0,20190601
1203,2025-07-06,2020,5,6,Jun,0,20250706
1204,2024-06-06,2021,10,6,Jun,1,20240606
1205,2021-12-08,2023,4,8,Aug,0,20211208
1207,2025-03-09,2022,8,9,Sep,0,20250309
1208,2024-05-07,2024,12,7,Jul,0,20240507
1210,2019-09-11,2019,9,11,Nov,0,20190911
1213,2020-07-06,2020,7,6,Jun,0,20200706
1214,2019-04-07,2020,3,7,Jul,0,20190407
1215,2019-04-07,2021,6,7,Jul,0,20190407
1216,2023-10-02,2022,6,2,Feb,0,20231002
1217,2019-03-05,2019,3,5,May,0,20190305
1219,2023-09-05,2025,2,5,May,0,20230905
1222,2019-08-07,2019,8,7,Jul,0,20190807
1223,2021-03-02,2025,2,2,Feb,0,20210302
1224,2020-12-05,2020,12,5,May,0,20201205
1225,2019-06-08,2022,12,8,Aug,0,20190608
1226,2023-04-04,2023,4,4,Apr,0,20230404
1227,2019-03-04,2023,9,4,Apr,0,20190304
1228,2023-05-05,2024,11,5,May,1,20230505
1229,2021-08-12,2019,5,12,Dec,0,20210812
1230,2020-02-04,2020,2,4,Apr,0,20200204
1231,2025-05-07,2022,12,7,Jul,0,20250507
1232,2019-02-06,2021,4,6,Jun,0,20190206
1234,2019-06-12,2019,6,12,Dec,0,20190612
1235,2022-04-10,2023,12,10,Oct,0,20220410
1236,2019-12-02,2019,12,2,Feb,0,20191202
1237,2021-10-04,2021,10,4,Apr,1,20211004
1238,2022-04-09,2022,3,9,Sep,0,20220409
1239,2019-02-06,2019,4,6,Jun,0,20190206
1240,2021-05-08,2022,2,8,Aug,0,20210508
1241,2019-07-09,2021,10,9,Sep,1,20190709
1242,2024-08-11,2024,8,11,Nov,0,20240811
1244,2025-11-10,2021,2,10,Oct,0,20251110
1245,2021-08-05,2023,6,5,May,0,20210805
1246,2019-08-03,2023,11,3,Mar,1,20190803
1247,2020-09-12,2020,9,12,Dec,0,20200912
1248,2024-02-09,2024,2,9,Sep,0,20240209
1249,2024-11-09,2020,1,9,Sep,0,20241109
1250,2024-02-12,2024,2,12,Dec,0,20240212
1253,2022-03-02,2023,11,2,Feb,1,20220302
1256,2024-07-11,2019,11,11,Nov,1,20240711
1258,2023-04-02,2023,4,2,Feb,0,20230402
1259,2024-09-04,2024,9,4,Apr,0,20240904
1260,2019-05-07,2022,7,7,Jul,0,20190507
1261,2021-11-07,2021,11,7,Jul,1,20211107
1262,2021-07-09,2021,7,9,Sep,0,20210709
1263,2021-05-11,2021,5,11,Nov,0,20210511
1264,2021-02-09,2022,2,9,Sep,0,20210209
1267,2023-06-07,2021,10,7,Jul,1,20230607
1270,2020-10-08,2020,10,8,Aug,1,20201008
1271,2020-10-11,2024,6,11,Nov,0,20201011
1272,2021-07-08,2021,7,8,Aug,0,20210708
1273,2020-05-09,2022,2,9,Sep,0,20200509
1274,2021-03-04,2021,3,4,Apr,0,20210304
1275,2023-12-09,2021,4,9,Sep,0,20231209
1277,2024-12-10,2019,9,10,Oct,0,20241210
1278,2020-09-11,2020,9,11,Nov,0,20200911
1280,2020-04-11,2020,11,11,Nov,1,20200411
1282,2020-11-07,2019,7,7,Jul,0,20201107
1283,2022-09-08,2022,9,8,Aug,0,20220908
1286,2019-11-12,2019,11,12,Dec,1,20191112
1287,2022-05-08,2022,5,8,Aug,0,20220508
1288,2019-10-05,2019,10,5,May,1,20191005
1290,2025-07-12,2020,3,12,Dec,0,20250712
1291,2023-12-06,2023,12,6,Jun,0,20231206
1292,2022-11-06,2022,11,6,Jun,1,20221106
1293,2022-03-10,2022,3,10,Oct,0,20220310
1294,2020-08-09,2020,8,9,Sep,0,20200809
1295,2021-11-05,2021,11,5,May,1,20211105
1296,2019-05-06,2024,9,6,Jun,0,20190506
1297,2019-10-10,2020,9,10,Oct,0,20191010
1298,2023-11-09,2019,5,9,Sep,0,20231109
1300,2025-12-07,2022,4,7,Jul,0,20251207
1301,2023-04-03,2023,4,3,Mar,0,20230403
1302,2020-06-12,2022,9,12,Dec,0,20200612
1304,2019-10-02,2020,6,2,Feb,0,20191002
1308,2024-09-07,2022,2,7,Jul,0,20240907
1309,2020-05-11,2022,1,11,Nov,0,20200511
1311,2022-04-10,2024,9,10,Oct,0,20220410
1312,2020-08-03,2024,8,3,Mar,0,20200803
1315,2025-04-11,2025,4,11,Nov,0,20250411
1316,2023-04-10,2023,4,10,Oct,0,20230410
1317,2022-08-02,2023,6,2,Feb,0,20220802
1318,2024-07-04,2022,9,4,Apr,0,20240704
1319,2021-10-05,2021,10,5,May,1,20211005
1321,2020-08-01,2023,5,1,Jan,0,20200801
1323,2020-03-08,2019,7,8,Aug,0,20200308
1324,2024-03-07,2024,3,7,Jul,0,20240307
1325,2019-11-02,2019,11,2,Feb,1,20191102
1326,2021-03-02,2021,3,2,Feb,0,20210302
1327,2020-07-08,2021,2,8,Aug,0,20200708
1329,2021-01-07,2019,8,7,Jul,0,20210107
1330,2024-11-02,2024,11,2,Feb,1,20241102
1331,2022-07-02,2022,7,2,Feb,0,20220702
1332,2021-04-10,2019,3,10,Oct,0,20210410
1333,2021-11-11,2019,8,11,Nov,0,20211111
1334,2024-12-05,2022,12,5,May,0,20241205
1335,2024-08-03,2024,8,3,Mar,0,20240803
1337,2024-06-04,2024,6,4,Apr,0,20240604
1338,2020-06-09,2020,6,9,Sep,0,20200609
1339,2020-08-01,2020,8,1,Jan,0,20200801
1340,2019-12-06,2023,12,6,Jun,0,20191206
1341,2024-03-06,2024,3,6,Jun,0,20240306
1342,2020-07-11,2020,7,11,Nov,0,20200711
1344,2021-02-10,2022,12,10,Oct,0,20210210
1345,2021-06-07,2019,7,7,Jul,0,20210607
1346,2021-08-04,2019,1,4,Apr,0,20210804
1347,2024-12-07,2025,1,7,Jul,0,20241207
1348,2021-12-12,2021,12,12,Dec,0,20211212
1349,2024-11-02,2022,6,2,Feb,0,20241102
1350,2024-08-04,2020,11,4,Apr,1,20240804
1352,2019-08-01,2021,12,1,Jan,0,20190801
1355,2023-02-04,2023,2,4,Apr,0,20230204
1358,2022-01-04,2024,1,4,Apr,0,20220104
1361,2021-02-12,2019,10,12,Dec,1,20210212
1362,2020-03-02,2020,3,2,Feb,0,20200302
1364,2019-02-08,2022,12,8,Aug,0,20190208
1365,2020-02-06,2021,9,6,Jun,0,20200206
1366,2020-02-08,2020,2,8,Aug,0,20200208
1367,2023-10-03,2023,10,3,Mar,1,20231003
1368,2019-11-03,2019,11,3,Mar,1,20191103
1369,2019-07-10,2019,7,10,Oct,0,20190710
1370,2023-07-05,2023,7,5,May,0,20230705
1371,2022-08-10,2024,10,10,Oct,1,20220810
1372,2020-03-04,2020,3,4,Apr,0,20200304
1373,2023-12-08,2019,7,8,Aug,0,20231208
1374,2021-01-01,2019,11,1,Jan,1,20210101
1375,2023-04-09,2023,4,9,Sep,0,20230409
1377,2019-04-02,2019,4,2,Feb,0,20190402
1378,2025-01-12,2020,11,12,Dec,1,20250112
1381,2023-04-02,2023,10,2,Feb,1,20230402
1382,2021-02-05,2022,8,5,May,0,20210205
1385,2022-06-09,2022,6,9,Sep,0,20220609
1386,2019-09-10,2021,11,10,Oct,1,20190910
1387,2025-05-11,2023,10,11,Nov,1,20250511
1389,2021-03-03,2021,3,3,Mar,0,20210303
1390,2023-07-03,2023,1,3,Mar,0,20230703
1393,2023-03-01,2024,6,1,Jan,0,20230301
1394,2020-02-12,2020,2,12,Dec,0,20200212
1395,2020-02-10,2020,1,10,Oct,0,20200210
1396,2020-04-07,2019,2,7,Jul,0,20200407
1397,2020-05-12,2021,2,12,Dec,0,20200512
1398,2023-06-06,2023,9,6,Jun,0,20230606
1399,2025-03-05,2021,6,5,May,0,20250305
1400,2020-07-04,2025,3,4,Apr,0,20200704
1401,2023-10-07,2023,4,7,Jul,0,20231007
1402,2024-06-07,2022,8,7,Jul,0,20240607
1403,2021-08-11,2023,3,11,Nov,0,20210811
1405,2021-08-08,2022,1,8,Aug,0,20210808
1406,2019-08-10,2024,9,10,Oct,0,20190810
1407,2023-08-12,2023,8,12,Dec,0,20230812
1412,2019-03-08,2020,12,8,Aug,0,20190308
1413,2021-05-01,2022,9,1,Jan,0,20210501
1415,2025-05-12,2019,3,12,Dec,0,20250512
1419,2024-02-10,2024,2,10,Oct,0,20240210
1420,2024-11-01,2024,11,1,Jan,1,20241101
1421,2023-04-08,2023,4,8,Aug,0,20230408
1422,2020-12-12,2019,7,12,Dec,0,20201212
1423,2024-10-04,2019,2,4,Apr,0,20241004
1424,2025-01-12,2022,9,12,Dec,0,20250112
1425,2023-11-01,2023,11,1,Jan,1,20231101
1426,2022-02-11,2022,9,11,Nov,0,20220211
1428,2024-11-05,2024,11,5,May,1,20241105
1429,2020-07-09,2020,7,9,Sep,0,20200709
1430,2022-06-04,2022,5,4,Apr,0,20220604
1431,2021-12-07,2021,12,7,Jul,0,20211207
1432,2023-07-10,2023,7,10,Oct,0,20230710
1434,2025-01-06,2025,1,6,Jun,0,20250106
1435,2021-06-06,2021,6,6,Jun,0,20210606
1436,2025-03-06,2025,3,6,Jun,0,20250306
1437,2023-11-02,2023,9,2,Feb,0,20231102
1438,2020-05-04,2020,5,4,Apr,0,20200504
1439,2025-12-12,2022,7,12,Dec,0,20251212
1440,2020-02-07,2020,5,7,Jul,0,20200207
1441,2021-12-11,2020,10,11,Nov,1,20211211
1442,2020-09-12,2020,7,12,Dec,0,20200912
1444,2025-04-08,2020,4,8,Aug,0,20250408
1445,2024-03-11,2024,3,11,Nov,0,20240311
1446,2023-09-05,2024,4,5,May,0,20230905
1449,2020-10-09,2021,5,9,Sep,0,20201009
1452,2019-02-11,2021,6,11,Nov,0,20190211
1453,2024-08-09,2024,8,9,Sep,0,20240809
1454,2025-12-01,2021,3,1,Jan,0,20251201
1455,2020-11-10,2020,11,10,Oct,1,20201110
1458,2020-01-04,2020,7,4,Apr,0,20200104
1459,2021-02-02,2021,2,2,Feb,0,20210202
1460,2024-04-10,2019,7,10,Oct,0,20240410
1465,2021-06-02,2023,4,2,Feb,0,20210602
1466,2019-04-12,2019,4,12,Dec,0,20190412
1467,2020-07-04,2024,7,4,Apr,0,20200704
1471,2024-05-12,2024,5,12,Dec,0,20240512
1472,2025-01-09,2025,1,9,Sep,0,20250109
1473,2020-05-11,2021,2,11,Nov,0,20200511
1474,2019-05-09,2022,6,9,Sep,0,20190509
1476,2019-02-11,2020,10,11,Nov,1,20190211
1477,2023-04-01,2023,4,1,Jan,0,20230401
1478,2023-06-02,2022,4,2,Feb,0,20230602
1481,2025-10-09,2021,8,9,Sep,0,20251009
1483,2021-02-08,2021,2,8,Aug,0,20210208
1484,2020-04-11,2020,4,11,Nov,0,20200411
1485,2021-07-03,2021,7,3,Mar,0,20210703
1487,2019-05-05,2019,5,5,May,0,20190505
1490,2023-01-10,2023,1,10,Oct,0,20230110
1491,2023-09-03,2023,9,3,Mar,0,20230903
1493,2020-03-02,2023,2,2,Feb,0,20200302
1494,2023-06-11,2023,6,11,Nov,0,20230611
1497,2024-11-06,2024,11,6,Jun,1,20241106
1498,2020-01-03,2020,1,3,Mar,0,20200103
1499,2021-06-11,2019,11,11,Nov,1,20210611
1501,2025-04-06,2020,12,6,Jun,0,20250406
1502,2023-06-10,2023,6,10,Oct,0,20230610
1504,2022-08-03,2022,8,3,Mar,0,20220803
1506,2022-12-12,2022,12,12,Dec,0,20221212
1509,2025-11-11,2021,7,11,Nov,0,20251111
1510,2024-03-08,2024,3,8,Aug,0,20240308
1511,2025-04-12,2025,4,12,Dec,0,20250412
1512,2024-11-01,2024,2,1,Jan,0,20241101
1513,2023-11-03,2023,11,3,Mar,1,20231103
1514,2019-11-05,2019,11,5,May,1,20191105
1516,2024-08-07,2023,8,7,Jul,0,20240807
1518,2019-09-05,2019,9,5,May,0,20190905
1519,2022-02-06,2022,2,6,Jun,0,20220206
1520,2025-01-08,2024,1,8,Aug,0,20250108
1522,2020-04-06,2020,4,6,Jun,0,20200406
1523,2025-10-04,2024,5,4,Apr,0,20251004
1525,2022-09-05,2022,9,5,May,0,20220905
1530,2019-08-05,2019,12,5,May,0,20190805
1531,2019-03-03,2019,3,3,Mar,0,20190303
1532,2019-04-04,2019,4,4,Apr,0,20190404
1533,2022-11-08,2022,11,8,Aug,1,20221108
1534,2021-01-04,2024,3,4,Apr,0,20210104
1535,2021-04-01,2022,4,1,Jan,0,20210401
1536,2024-03-02,2024,3,2,Feb,0,20240302
1537,2020-04-01,2024,1,1,Jan,0,20200401
1538,2021-06-08,2021,6,8,Aug,0,20210608
1539,2020-10-03,2024,7,3,Mar,0,20201003
1541,2020-11-11,2021,7,11,Nov,0,20201111
1542,2019-09-01,2019,10,1,Jan,1,20190901
1543,2020-12-04,2020,9,4,Apr,0,20201204
1545,2023-09-05,2024,7,5,May,0,20230905
1547,2020-06-05,2020,6,5,May,0,20200605
1549,2021-12-08,2021,12,8,Aug,0,20211208
1550,2023-06-11,2019,8,11,Nov,0,20230611
1551,2024-04-09,2020,4,9,Sep,0,20240409
1552,2024-05-02,2024,5,2,Feb,0,20240502
1553,2021-03-11,2021,3,11,Nov,0,20210311
1554,2022-01-03,2022,1,3,Mar,0,20220103
1557,2019-02-07,2019,2,7,Jul,0,20190207
1558,2023-07-04,2019,6,4,Apr,0,20230704
1559,2021-02-10,2020,11,10,Oct,1,20210210
1560,2023-04-12,2023,4,12,Dec,0,20230412
1561,2020-11-10,2020,5,10,Oct,0,20201110
1564,2024-10-01,2020,5,1,Jan,0,20241001
1565,2021-06-04,2024,3,4,Apr,0,20210604
1566,2024-04-07,2024,4,7,Jul,0,20240407
1567,2025-06-01,2019,12,1,Jan,0,20250601
1570,2024-07-12,2024,7,12,Dec,0,20240712
1572,2024-03-12,2020,10,12,Dec,1,20240312
1573,2025-09-08,2023,8,8,Aug,0,20250908
1574,2020-11-02,2020,11,2,Feb,1,20201102
1576,2020-02-09,2024,5,9,Sep,0,20200209
1577,2025-03-01,2019,7,1,Jan,0,20250301
1578,2021-03-07,2024,10,7,Jul,1,20210307
1579,2024-06-11,2024,6,11,Nov,0,20240611
1580,2025-04-06,2019,12,6,Jun,0,20250406
1581,2021-06-01,2020,7,1,Jan,0,20210601
1587,2021-12-02,2022,1,2,Feb,0,20211202
1588,2021-10-11,2019,2,11,Nov,0,20211011
1589,2021-08-03,2020,5,3,Mar,0,20210803
1590,2025-04-12,2024,5,12,Dec,0,20250412
1591,2023-10-08,2023,9,8,Aug,0,20231008
1592,2019-11-10,2023,2,10,Oct,0,20191110
1595,2023-02-06,2023,12,6,Jun,0,20230206
1596,2020-10-08,2021,12,8,Aug,0,20201008
1597,2020-01-10,2019,8,10,Oct,0,20200110
1598,2020-07-12,2020,10,12,Dec,1,20200712
1600,2019-08-06,2022,9,6,Jun,0,20190806
1601,2019-08-07,2024,6,7,Jul,0,20190807
1602,2024-09-06,2024,9,6,Jun,0,20240906
1604,2022-06-10,2022,6,10,Oct,0,20220610
1606,2024-12-01,2024,12,1,Jan,0,20241201
1607,2020-11-04,2024,3,4,Apr,0,20201104
1608,2023-11-05,2023,11,5,May,1,20231105
